,SEXE,AGE,OA196_r1,OA196_r2,OA196_r3,OA196_r4,OA196_r5,OA196_r6,OA196_r7
1543,Une femme,46.0,2,0,2,2,0,2,2
1544,Une femme,76.0,1,-1,1,1,-1,2,1
1545,Un homme,32.0,1,-2,1,1,0,1,-2
1546,Une femme,32.0,1,0,0,0,0,0,1
1547,Une femme,77.0,1,1,1,-1,-1,1,1
1548,Un homme,43.0,1,1,1,-2,-1,2,2
1549,Un homme,52.0,1,-1,1,-1,-2,1,2
1550,Un homme,41.0,1,0,1,-1,-1,-1,0
1551,Un homme,74.0,1,-1,-1,-2,-1,-1,1
1552,Une femme,34.0,0,1,0,1,1,1,1
1553,Une femme,69.0,2,2,2,-2,2,2,2
1554,Un homme,45.0,-1,1,-1,-1,-1,-1,1
1555,Un homme,25.0,0,0,0,0,0,0,0
1556,Une femme,46.0,1,0,1,1,0,0,1
1557,Une femme,75.0,1,1,1,1,0,1,0
1558,Un homme,22.0,2,2,2,2,2,2,2
1559,Un homme,50.0,0,0,0,0,0,0,0
1560,Un homme,47.0,1,1,1,1,-1,1,1
1561,Une femme,49.0,0,0,0,1,1,1,-1
1562,Un homme,64.0,1,1,2,-1,-1,1,-1
1563,Un homme,65.0,-1,-1,-1,-1,-2,1,1
1564,Une femme,32.0,0,-1,1,1,1,0,1
1565,Un homme,34.0,-1,1,2,2,2,1,1
1566,Un homme,59.0,1,1,1,1,1,1,1
1567,Un homme,22.0,1,1,2,1,1,1,-1
1568,Une femme,55.0,1,1,1,1,2,1,1
1569,Un homme,37.0,-1,0,1,-1,1,-2,-2
1570,Un homme,54.0,2,-1,-1,-1,-1,-1,-1
1571,Une femme,59.0,1,1,1,-1,-1,1,1
1572,Un homme,47.0,1,1,1,1,1,1,1
1573,Un homme,29.0,1,2,1,-2,-2,1,2
1574,Une femme,40.0,1,1,-1,-1,-1,1,2
1575,Une femme,63.0,1,1,1,2,1,2,2
1576,Une femme,32.0,1,1,1,-2,-1,-1,1
1577,Un homme,65.0,1,1,2,1,1,1,2
1578,Un homme,62.0,1,1,2,-1,2,2,2
1579,Une femme,36.0,2,-1,-1,1,1,1,1
1580,Un homme,46.0,0,0,0,0,0,0,0
1581,Un homme,19.0,2,1,2,-1,-2,1,1
1582,Un homme,75.0,1,1,2,1,-1,1,2
1583,Un homme,51.0,2,-1,1,-2,-2,-1,-2
1584,Un homme,58.0,1,1,0,1,1,1,1
1585,Un homme,52.0,1,2,1,-2,-1,2,1
1586,Un homme,29.0,1,-1,-1,1,-2,-2,2
1587,Une femme,33.0,2,-1,2,2,1,1,1
1588,Un homme,76.0,-1,2,2,1,-1,1,1
1589,Un homme,80.0,1,-1,1,1,1,-1,1
1590,Un homme,50.0,1,0,1,1,-1,0,1
1591,Une femme,73.0,2,1,2,-2,-1,2,2
1592,Un homme,56.0,1,1,2,1,0,1,1
1593,Un homme,34.0,1,1,0,-1,0,0,0
1594,Une femme,51.0,1,2,-1,1,1,2,2
1595,Un homme,27.0,0,0,0,0,0,0,0
1596,Une femme,31.0,0,0,0,0,0,0,1
1597,Une femme,47.0,1,1,1,1,1,2,1
1598,Un homme,67.0,1,1,1,1,1,1,1
1599,Un homme,27.0,0,1,1,2,-1,1,-1
1600,Une femme,76.0,1,1,2,2,1,-1,1
1601,Une femme,23.0,1,1,-1,1,1,1,2
1602,Un homme,53.0,-1,1,1,1,1,-1,1
1603,Une femme,72.0,0,0,0,0,0,0,0
1604,Une femme,74.0,1,1,1,1,-1,1,1
1605,Une femme,35.0,0,1,2,1,2,0,1
1606,Un homme,23.0,1,-1,-2,2,-1,-1,-1
1607,Une femme,58.0,1,1,0,-1,-1,1,0
1608,Un homme,34.0,2,1,1,2,1,2,1
1609,Une femme,34.0,2,1,1,1,2,2,2
1610,Un homme,70.0,1,2,2,1,1,2,-2
1611,Une femme,44.0,0,0,0,1,0,1,0
1612,Une femme,52.0,-1,1,0,1,1,0,0
1613,Un homme,53.0,1,2,0,-1,-1,0,1
1614,Un homme,29.0,1,1,1,1,1,1,1
1615,Une femme,33.0,-1,-1,0,0,0,0,0
1616,Une femme,18.0,0,1,0,0,0,0,0
1617,Une femme,56.0,1,1,2,-1,-1,1,1
1618,Une femme,68.0,1,2,1,2,2,1,1
1619,Un homme,71.0,1,1,-1,-1,-1,1,1
1620,Un homme,41.0,1,1,1,1,1,1,1
1621,Une femme,52.0,1,1,1,-1,-1,0,0
1622,Une femme,40.0,1,1,1,1,1,1,-1
1623,Un homme,77.0,1,1,2,1,-1,2,1
1624,Un homme,43.0,2,-1,2,1,-1,2,1
1625,Une femme,76.0,1,2,1,-1,1,-1,1
1626,Une femme,39.0,1,1,1,1,1,1,1
1627,Un homme,23.0,-1,1,-1,-1,-2,-1,-1
1628,Un homme,49.0,1,1,2,-1,-2,2,2
1629,Un homme,50.0,-1,-1,1,-1,1,1,-1
1630,Une femme,54.0,1,1,1,-1,1,1,1
1631,Une femme,35.0,0,0,2,2,-1,-1,0
1632,Un homme,23.0,1,1,1,1,1,1,1
1633,Un homme,76.0,2,2,2,-1,-1,2,2
1634,Un homme,42.0,-1,-2,-2,-2,-2,-1,-2
1635,Une femme,42.0,1,1,1,1,1,1,1
1636,Une femme,58.0,-1,-1,1,-1,1,-1,1
1637,Une femme,42.0,-1,1,2,1,-1,2,2
1638,Une femme,51.0,1,2,2,-1,1,2,2
1639,Un homme,75.0,1,1,1,1,-1,1,2
1640,Une femme,56.0,1,0,1,0,-1,1,1
1641,Une femme,69.0,1,1,-1,-1,-1,-2,-1
1642,Un homme,43.0,1,1,1,1,1,1,1
1643,Un homme,53.0,2,1,1,-1,-1,1,1
1644,Une femme,27.0,1,1,0,-2,-2,1,0
1645,Un homme,80.0,1,2,2,1,1,1,1
1646,Une femme,26.0,1,0,0,1,0,1,0
1647,Un homme,30.0,2,1,1,1,1,1,1
1648,Un homme,31.0,1,1,-1,-1,1,1,1
1649,Un homme,28.0,1,1,2,1,-1,1,1
1650,Une femme,76.0,2,2,1,-1,2,2,-1
1651,Une femme,57.0,2,1,1,1,1,1,2
1652,Une femme,54.0,2,2,1,1,1,2,2
1653,Un homme,42.0,1,1,2,-1,-1,-1,-1
1654,Un homme,25.0,1,-2,2,-1,-2,2,-2
1655,Un homme,28.0,-1,1,1,-1,1,1,2
1656,Un homme,41.0,1,1,1,1,2,-2,1
1657,Un homme,18.0,0,2,2,-2,1,2,2
1658,Une femme,34.0,1,0,0,-1,0,1,0
1659,Une femme,26.0,1,1,2,-1,-1,1,-1
1660,Une femme,44.0,1,1,-1,2,1,1,1
1661,Un homme,36.0,-1,1,1,1,2,1,2
1662,Un homme,62.0,1,-1,-1,-1,-1,1,-1
1663,Une femme,49.0,0,0,0,0,0,0,0
1664,Une femme,48.0,2,2,1,-1,-1,2,2
1665,Un homme,78.0,0,0,0,0,0,0,0
1666,Une femme,31.0,1,0,0,0,1,1,1
1667,Une femme,71.0,2,2,2,2,2,2,2
1668,Un homme,77.0,2,0,2,1,-1,1,2
1669,Un homme,46.0,1,2,2,1,-1,2,2
1670,Un homme,56.0,0,1,2,2,2,2,0
1671,Une femme,25.0,0,0,0,0,0,0,0
1672,Une femme,76.0,1,0,1,-1,-1,1,1
1673,Un homme,51.0,-2,2,1,-2,1,2,2
1674,Une femme,36.0,1,-1,1,-1,-2,1,1
1675,Un homme,62.0,-1,-1,1,-1,-1,1,1
1676,Un homme,63.0,2,1,1,1,-1,1,2
1677,Un homme,78.0,2,2,2,-1,0,2,2
1678,Un homme,88.0,1,0,-1,-1,0,0,0
1679,Une femme,69.0,1,-1,-1,-1,-1,-1,-1
1680,Un homme,55.0,-1,1,2,1,1,1,1
1681,Un homme,51.0,1,-1,1,-1,-1,-1,1
1682,Une femme,33.0,1,0,1,0,-2,0,1
1683,Un homme,73.0,1,1,1,1,1,2,2
1684,Un homme,35.0,1,1,1,2,1,2,1
1685,Un homme,47.0,1,2,2,2,-1,2,2
1686,Une femme,81.0,1,1,1,1,1,1,2
1687,Une femme,18.0,-1,1,2,1,-1,2,1
1688,Un homme,51.0,1,1,1,1,1,1,-1
1689,Un homme,76.0,1,-1,0,0,0,0,0
1690,Un homme,76.0,1,1,1,1,-1,1,2
1691,Un homme,30.0,-1,2,2,1,-2,-1,1
1692,Une femme,34.0,-1,-1,1,-1,0,0,1
1693,Une femme,22.0,1,1,1,1,-1,1,2
1694,Une femme,57.0,0,0,1,1,0,0,0
1695,Une femme,51.0,2,1,1,1,1,1,2
1696,Un homme,56.0,1,-1,1,-1,-2,2,2
1697,Une femme,78.0,2,1,1,1,-1,2,2
1698,Une femme,41.0,1,0,1,0,0,1,1
1699,Un homme,56.0,1,-1,1,-1,-1,1,1
1700,Un homme,40.0,2,1,1,1,-2,1,2
1701,Un homme,34.0,1,1,-1,1,-1,1,1
1702,Un homme,70.0,2,-2,1,-2,2,-2,1
1703,Un homme,79.0,2,1,-2,2,2,2,-1
1704,Un homme,58.0,1,0,1,-2,-2,1,-1
1705,Une femme,68.0,1,2,2,-2,-2,2,2
1706,Un homme,32.0,0,0,0,0,1,0,1
1707,Un homme,33.0,1,2,0,1,2,1,2
1708,Une femme,41.0,0,-1,1,1,1,-1,0
1709,Un homme,77.0,2,1,1,1,-2,2,1
1710,Une femme,78.0,0,1,1,1,1,0,2
1711,Une femme,31.0,1,-1,1,1,1,1,-1
1712,Un homme,48.0,2,-1,-1,-2,-2,2,1
1713,Une femme,60.0,1,0,1,0,0,1,0
1714,Une femme,35.0,1,-1,-1,1,2,-2,-1
1715,Une femme,40.0,-2,0,2,2,0,0,0
1716,Une femme,58.0,1,0,0,0,0,1,1
1717,Un homme,49.0,-1,1,1,1,2,1,2
1718,Une femme,40.0,-1,1,2,1,1,2,1
1719,Une femme,57.0,1,2,2,1,1,1,-1
1720,Une femme,48.0,1,-1,1,2,2,2,1
1721,Un homme,45.0,1,1,0,-1,-1,1,1
1722,Une femme,41.0,-1,1,1,1,-1,1,2
1723,Une femme,70.0,2,1,1,-1,-1,-1,2
1724,Un homme,36.0,-1,1,1,-1,2,1,-1
1725,Un homme,70.0,2,-1,1,-1,-1,1,1
1726,Une femme,64.0,1,2,-1,-1,-2,2,-1
1727,Un homme,35.0,1,1,1,1,1,1,1
1728,Un homme,45.0,-1,2,1,2,2,-1,1
1729,Une femme,64.0,1,1,1,2,-1,1,-1
1730,Un homme,62.0,1,-1,0,-1,-1,1,1
1731,Une femme,30.0,1,-1,1,1,-1,1,-1
1732,Une femme,75.0,1,-1,1,-1,-1,-1,1
1733,Un homme,70.0,1,1,1,1,1,1,2
1734,Un homme,76.0,2,-1,1,-2,-1,1,1
1735,Une femme,44.0,2,1,-1,1,-2,-1,2
1736,Un homme,78.0,1,1,-1,-1,-1,1,-1
1737,Un homme,77.0,1,0,1,-1,-2,1,1
1738,Une femme,51.0,2,1,1,1,-1,2,2
1739,Une femme,68.0,1,-1,1,-1,-1,1,2
1740,Un homme,58.0,1,2,2,2,2,2,2
1741,Une femme,68.0,1,-1,1,-1,-1,1,1
1742,Une femme,49.0,1,1,-1,1,2,-1,-1
1743,Une femme,38.0,2,2,2,1,1,2,2
1744,Une femme,44.0,-1,1,2,2,2,2,2
1745,Un homme,75.0,1,1,1,1,0,1,1
1746,Une femme,66.0,1,1,1,-1,-1,1,1
1747,Une femme,33.0,1,1,1,-1,0,0,0
1748,Un homme,74.0,1,1,1,-1,-1,-1,0
1749,Un homme,35.0,1,-1,1,1,1,-2,1
1750,Une femme,28.0,1,1,2,1,-1,1,-1
1751,Un homme,67.0,1,1,1,1,1,1,1
1752,Une femme,31.0,1,-1,0,0,-1,1,-1
1753,Une femme,61.0,0,1,1,1,1,1,0
1754,Une femme,26.0,2,1,1,1,1,2,2
1755,Une femme,54.0,1,1,1,0,1,1,2
1756,Une femme,49.0,0,1,0,0,0,1,1
1757,Une femme,35.0,1,1,0,-1,0,-1,-2
1758,Une femme,47.0,2,1,1,1,2,1,2
1759,Un homme,54.0,1,1,1,-1,1,-1,1
1760,Un homme,50.0,1,-1,-1,-1,1,2,1
1761,Une femme,73.0,2,-1,1,1,1,1,2
1762,Un homme,33.0,-1,2,2,2,2,2,2
1763,Une femme,28.0,-1,2,2,2,1,-1,-1
1764,Une femme,32.0,-1,-2,1,1,1,-1,-2
1765,Un homme,58.0,0,0,1,1,1,1,0
1766,Un homme,45.0,1,-1,1,1,0,-1,0
1767,Une femme,55.0,1,1,1,1,1,1,1
1768,Une femme,47.0,1,1,1,-1,-1,0,1
1769,Une femme,30.0,0,-2,-2,0,-1,0,-2
1770,Un homme,34.0,1,0,1,-1,-1,1,1
1771,Une femme,76.0,0,0,0,0,0,0,0
1772,Une femme,42.0,1,0,0,0,0,0,0
1773,Un homme,78.0,2,1,2,1,1,2,2
1774,Une femme,47.0,1,1,-1,-1,-1,1,1
1775,Une femme,59.0,1,0,1,2,0,1,1
1776,Une femme,56.0,-1,1,1,1,-2,1,1
1777,Un homme,42.0,1,1,1,1,1,1,1
1778,Un homme,50.0,1,1,1,1,1,1,1
1779,Une femme,54.0,1,1,1,1,-1,1,2
1780,Une femme,40.0,1,1,-1,1,1,-1,1
1781,Une femme,48.0,-1,2,2,-1,1,2,1
1782,Un homme,33.0,1,0,1,-1,0,1,1
1783,Un homme,50.0,1,-1,-1,1,1,1,-1
1784,Une femme,57.0,-1,1,1,2,2,-1,1
1785,Une femme,52.0,0,0,0,0,0,0,0
1786,Une femme,32.0,1,0,1,-1,-1,-1,1
1787,Une femme,78.0,1,1,1,-1,-1,1,1
1788,Un homme,48.0,-1,-1,2,1,-2,-1,-1
1789,Un homme,60.0,-1,2,2,2,2,2,2
1790,Une femme,25.0,1,1,1,-1,1,1,1
1791,Une femme,61.0,2,1,-1,1,-1,1,1
1792,Un homme,57.0,1,1,1,0,0,1,1
1793,Un homme,54.0,1,-1,1,1,1,-2,1
1794,Une femme,40.0,1,-1,2,1,-1,1,-1
1795,Une femme,61.0,1,0,0,0,-1,0,0
1796,Un homme,76.0,2,2,-1,1,1,2,1
1797,Un homme,65.0,-1,1,1,-1,1,-1,1
1798,Un homme,48.0,1,-1,0,0,-1,1,1
1799,Un homme,81.0,2,0,2,-1,-1,1,2
1800,Un homme,55.0,1,-1,2,1,2,2,1
1801,Un homme,41.0,1,-1,-1,-2,-1,2,1
1802,Une femme,76.0,1,2,2,1,1,1,2
1803,Un homme,26.0,0,0,0,0,0,0,0
1804,Une femme,50.0,2,-1,2,1,1,1,1
1805,Une femme,35.0,1,-1,1,-1,-1,1,2
1806,Une femme,26.0,1,1,1,1,1,1,1
1807,Un homme,30.0,1,2,-1,2,1,2,1
1808,Un homme,73.0,1,-1,-1,1,1,-1,-1
1809,Une femme,32.0,1,1,2,2,-1,2,-2
1810,Une femme,71.0,2,1,1,-2,-2,1,1
1811,Une femme,33.0,1,1,1,1,1,1,1
1812,Un homme,59.0,1,1,1,1,1,1,1
1813,Un homme,58.0,1,1,1,-1,-1,1,1
1814,Un homme,41.0,2,1,-1,-1,-2,2,2
1815,Un homme,57.0,1,1,1,1,1,-1,1
1816,Un homme,31.0,1,1,1,1,1,1,1
1817,Une femme,50.0,0,0,0,0,0,0,0
1818,Un homme,56.0,1,1,0,1,-1,1,1
1819,Un homme,37.0,0,0,0,0,0,0,0
1820,Une femme,70.0,1,1,2,-1,-1,1,1
1821,Une femme,67.0,1,-1,2,2,2,0,1
1822,Une femme,51.0,1,0,0,0,0,0,0
1823,Une femme,46.0,1,1,1,1,1,1,1
1824,Une femme,42.0,1,0,1,0,0,0,0
1825,Une femme,49.0,1,1,1,1,1,-1,1
1826,Une femme,56.0,1,0,1,0,-1,1,1
1827,Une femme,59.0,1,-1,2,2,1,1,1
1828,Une femme,62.0,1,1,1,1,1,1,1
1829,Un homme,70.0,2,2,2,-2,-1,2,2
1830,Une femme,35.0,1,0,1,-1,-1,1,1
1831,Un homme,48.0,1,-1,2,1,1,1,1
1832,Une femme,37.0,2,2,2,2,2,2,2
1833,Une femme,33.0,1,1,1,1,1,2,2
1834,Une femme,64.0,1,0,1,1,-1,1,1
1835,Une femme,59.0,-2,1,-1,1,-1,1,-1
1836,Une femme,60.0,-1,-1,-1,-2,-1,-1,1
1837,Une femme,55.0,-1,1,1,-1,1,1,-1
1838,Un homme,29.0,1,-1,2,1,1,1,1
1839,Un homme,43.0,1,-1,2,-2,-1,1,2
1840,Un homme,61.0,1,-1,1,-1,-1,1,1
1841,Un homme,69.0,1,1,1,1,-1,1,1
1842,Un homme,59.0,2,2,2,2,2,2,2
1843,Un homme,43.0,2,1,1,-1,1,1,1
1844,Une femme,42.0,0,0,1,1,1,0,0
1845,Un homme,35.0,0,0,0,0,0,0,0
1846,Un homme,32.0,1,1,2,-1,-1,2,1
1847,Un homme,49.0,2,1,2,-2,2,2,2
1848,Un homme,34.0,-2,1,1,-1,1,1,1
1849,Un homme,53.0,1,1,2,1,1,-1,1
1850,Une femme,71.0,1,1,1,0,0,-1,1
1851,Un homme,31.0,1,-1,1,-1,1,2,2
1852,Une femme,74.0,1,2,1,1,1,2,1
1853,Une femme,45.0,1,-1,-1,-1,-1,-1,1
1854,Un homme,62.0,1,1,2,-1,-1,1,1
1855,Une femme,62.0,1,1,1,-1,1,-1,2
1856,Un homme,72.0,1,2,2,2,1,1,1
1857,Une femme,30.0,-1,0,1,0,0,0,1
1858,Une femme,74.0,1,-1,1,-1,-1,1,1
1859,Une femme,43.0,1,-2,1,2,1,1,2
1860,Un homme,47.0,1,1,2,-1,1,2,1
1861,Un homme,48.0,0,1,2,2,1,1,1
1862,Une femme,29.0,1,2,1,1,2,2,2
1863,Un homme,39.0,-2,1,1,2,-2,1,-2
1864,Un homme,45.0,1,-1,1,-1,-1,1,-1
1865,Un homme,69.0,1,1,1,1,1,1,1
1866,Une femme,70.0,2,1,1,1,2,1,1
1867,Un homme,32.0,1,2,1,-1,-1,1,2
1868,Une femme,72.0,2,1,1,2,2,2,2
1869,Un homme,47.0,1,1,1,1,1,1,2
1870,Une femme,47.0,0,0,1,2,-1,0,0
1871,Un homme,68.0,1,1,-1,1,1,1,1
1872,Un homme,74.0,2,-1,-1,-1,1,1,2
1873,Une femme,35.0,-1,1,2,-1,1,2,2
1874,Un homme,52.0,1,2,1,-1,1,1,1
1875,Une femme,63.0,1,-1,1,-1,-1,0,1
1876,Un homme,55.0,1,-1,-1,-1,-1,1,1
1877,Un homme,61.0,-1,-1,1,1,1,0,1
1878,Une femme,30.0,1,1,-1,1,-1,-1,1
1879,Une femme,53.0,1,1,1,-1,-1,-1,1
1880,Une femme,74.0,2,1,1,1,1,1,2
1881,Un homme,68.0,1,-1,2,2,-2,1,1
1882,Un homme,71.0,1,1,1,-1,-1,1,1
1883,Une femme,50.0,1,1,-1,-1,-2,-1,2
1884,Une femme,49.0,0,1,1,1,1,0,-1
1885,Une femme,70.0,2,2,0,0,0,0,2
1886,Une femme,50.0,-1,1,2,2,1,1,1
1887,Un homme,36.0,2,2,-1,-1,-1,2,2
1888,Une femme,36.0,1,1,1,-1,-2,-1,1
1889,Un homme,70.0,2,0,2,2,2,1,2
1890,Un homme,50.0,1,2,1,-1,1,1,1
1891,Une femme,52.0,1,0,0,0,0,0,1
1892,Un homme,56.0,1,-1,-1,0,-1,-1,2
1893,Un homme,73.0,1,1,2,2,-1,1,1
1894,Un homme,52.0,2,-1,-1,-1,-1,-1,-1
1895,Une femme,51.0,1,0,0,0,0,0,1
1896,Un homme,52.0,-1,1,1,1,-2,1,-1
1897,Un homme,70.0,1,1,1,-1,-1,1,2
1898,Un homme,38.0,0,0,0,0,0,0,0
1899,Une femme,67.0,1,-1,1,-1,-1,1,-1
1900,Un homme,72.0,1,-1,-1,1,1,1,1
1901,Une femme,32.0,1,1,0,1,0,1,0
1902,Une femme,46.0,0,1,1,1,1,-2,0
1903,Une femme,39.0,0,0,0,0,0,0,0
1904,Une femme,52.0,0,0,0,0,0,0,0
1905,Une femme,52.0,1,2,2,-1,-1,2,2
1906,Une femme,45.0,-1,1,2,1,-2,1,1
1907,Un homme,52.0,1,1,1,-1,-1,1,1
1908,Un homme,58.0,1,2,2,2,-2,2,2
1909,Une femme,31.0,1,1,1,1,1,1,1
1910,Un homme,70.0,2,2,1,1,-1,1,1
1911,Une femme,62.0,1,1,2,1,-1,-1,1
1912,Un homme,48.0,-1,-2,2,-2,-1,-1,-1
1913,Un homme,63.0,1,2,1,-1,2,2,2
1914,Une femme,40.0,1,1,1,-1,-1,-1,2
1915,Une femme,69.0,2,1,2,0,1,2,2
1916,Un homme,46.0,1,-1,1,1,-1,-1,-1
1917,Un homme,53.0,1,1,2,-1,1,2,1
1918,Un homme,71.0,1,1,1,-1,-1,-1,2
1919,Un homme,30.0,0,0,0,0,0,0,0
1920,Une femme,43.0,0,0,0,0,0,0,0
1921,Une femme,60.0,1,2,1,1,1,-2,2
1922,Une femme,55.0,0,1,2,1,-1,1,1
1923,Une femme,35.0,0,1,2,1,2,1,1
1924,Un homme,66.0,1,1,1,-1,-1,-1,-1
1925,Une femme,74.0,1,1,1,-1,1,1,1
1926,Une femme,66.0,1,1,1,-2,-2,2,2
1927,Un homme,69.0,1,1,0,1,0,2,1
1928,Une femme,52.0,0,0,0,2,0,0,1
1929,Une femme,65.0,1,-1,-1,-1,-1,-2,-1
1930,Une femme,72.0,1,1,2,1,1,2,2
1931,Une femme,66.0,1,1,2,1,1,1,2
1932,Une femme,67.0,-1,1,-1,-1,-1,1,-1
1933,Une femme,52.0,1,1,1,-1,0,1,1
1934,Un homme,52.0,2,2,1,-1,-1,2,1
1935,Un homme,67.0,1,2,2,2,-2,2,1
1936,Une femme,30.0,1,1,-1,-1,1,1,1
1937,Une femme,65.0,0,0,0,0,0,0,0
1938,Une femme,55.0,1,1,1,1,1,1,2
1939,Une femme,39.0,-1,0,1,1,-2,2,0
1940,Une femme,45.0,1,1,-1,1,1,-1,1
1941,Une femme,60.0,2,1,2,2,-1,1,2
1942,Une femme,46.0,0,-1,-1,0,0,0,0
1943,Une femme,54.0,2,1,1,1,1,1,1
1944,Un homme,59.0,1,1,2,-2,1,2,1
1945,Un homme,28.0,-2,-1,-2,1,-1,1,1
1946,Une femme,55.0,1,1,2,0,-1,2,1
1947,Un homme,35.0,1,1,2,-1,1,1,2
1948,Une femme,51.0,-1,0,0,0,0,1,1
1949,Un homme,61.0,1,1,2,1,-2,2,2
1950,Une femme,54.0,1,-1,2,1,1,1,1
1951,Une femme,50.0,0,0,2,1,0,0,0
1952,Une femme,32.0,1,1,1,2,-2,1,1
1953,Une femme,71.0,2,2,-1,-2,-2,2,2
1954,Une femme,35.0,1,0,2,0,-2,0,-1
1955,Une femme,80.0,-1,2,2,1,2,2,-2
1956,Un homme,49.0,1,2,2,1,-2,1,-1
1957,Un homme,45.0,1,1,1,1,1,1,1
1958,Une femme,76.0,2,2,1,2,1,2,1
1959,Un homme,33.0,2,-1,2,1,1,-1,1
1960,Une femme,41.0,1,1,-1,1,-1,1,1
1961,Une femme,73.0,1,-1,-1,-2,-1,1,1
1962,Un homme,26.0,1,1,2,-1,-1,1,1
1963,Une femme,26.0,1,1,2,1,2,2,2
1964,Une femme,54.0,1,-2,1,-1,-2,2,-1
1965,Une femme,49.0,1,1,2,0,0,1,2
1966,Un homme,28.0,2,2,1,2,2,1,2
1967,Un homme,30.0,1,1,1,1,1,1,1
1968,Un homme,64.0,1,1,1,-1,1,1,-1
1969,Une femme,77.0,1,-1,-1,-1,-1,1,1
1970,Un homme,65.0,-1,0,0,0,-1,0,1
1971,Une femme,35.0,-1,1,2,2,1,1,0
1972,Un homme,31.0,2,-1,1,-1,-1,1,1
1973,Un homme,42.0,-1,1,2,1,-1,1,1
1974,Un homme,39.0,0,1,2,-1,-1,-1,1
1975,Une femme,73.0,-2,-1,1,1,1,-1,-1
1976,Une femme,25.0,1,-1,1,0,-1,-1,1
1977,Une femme,63.0,1,2,1,1,1,-1,1
1978,Une femme,80.0,1,1,1,1,1,1,1
1979,Un homme,45.0,1,0,0,-1,0,-1,0
1980,Une femme,30.0,1,1,1,0,0,0,0
1981,Un homme,72.0,1,1,1,1,1,1,1
1982,Une femme,29.0,2,1,0,1,1,1,1
1983,Une femme,25.0,1,-1,2,1,0,0,0
1984,Une femme,25.0,0,0,0,0,0,0,1
1985,Un homme,58.0,1,1,2,1,1,1,1
1986,Un homme,22.0,0,1,-1,-1,1,-2,-1
1987,Un homme,29.0,2,2,1,2,2,2,2
1988,Une femme,66.0,1,1,2,-1,-1,1,1
1989,Un homme,40.0,1,1,1,1,1,1,1
1990,Un homme,28.0,1,1,1,-1,-1,1,-1
1991,Une femme,25.0,2,-2,-1,1,1,2,1
1992,Un homme,33.0,1,2,2,2,2,1,2
1993,Un homme,66.0,1,2,2,2,1,1,1
1994,Une femme,23.0,1,1,2,1,-1,1,-1
1995,Un homme,39.0,1,-1,1,-2,1,1,1
1996,Un homme,57.0,1,2,1,1,2,1,1
1997,Un homme,54.0,2,-1,2,-1,2,1,2
1998,Un homme,56.0,2,-1,-1,1,1,-1,2
1999,Une femme,18.0,1,0,0,1,0,0,0
2000,Une femme,38.0,1,1,1,1,1,1,1
2001,Une femme,58.0,2,0,0,1,1,0,1
2002,Une femme,45.0,1,-1,0,-1,-1,0,1
2003,Une femme,57.0,2,-2,1,-2,-2,-2,1
2004,Un homme,47.0,2,-1,1,-2,-2,1,1
2005,Une femme,49.0,1,2,1,0,1,1,1
